LongDate	ReceivedDate	TransactionDate	Sequence	ProductCode	LotNumber	LotUnitCost	AlternateQuantity	PricingQuantity	SerialNumber	LineCode	VendorCode	Pallet_ID	TransactionType
201103210617	03/21/2011	03/21/2011	1785	  1374-1-01	0114254402	5.3475	1	61.5	11837921	8301	12450	00003653        	1
201103210617	03/21/2011	03/21/2011	1786	  1374-1-01	0114254441	5.3475	1	59	11837922	8301	12450	00003653        	1
201103210617	03/21/2011	03/21/2011	1787	  1374-1-01	0114254450	5.3475	1	60.6	11837923	8301	12450	00003653        	1
201103210617	03/21/2011	03/21/2011	1788	  1374-1-01	0114254568	5.3475	1	61.9	11837924	8301	12450	00003653        	1
201103210617	03/21/2011	03/21/2011	1789	  1374-1-01	0114254692	5.3475	1	59.9	11837925	8301	12450	00003653        	1
201103210618	03/21/2011	03/21/2011	9958	 42258-1-01	11837926  	1.5	1	10	11837926	101 	0		1
201103210618	03/21/2011	03/21/2011	1790	  2297-1-01	0111100797	2.3675	1	62.3	11837927	8301	12450	00003652        	1
201103210618	03/21/2011	03/21/2011	1791	  2297-1-01	0111126276	2.3675	1	65.5	11837928	8301	12450	00003652        	1
201103210618	03/21/2011	03/21/2011	1792	  2297-1-01	0114174283	2.3675	1	72	11837929	8301	12450	00003652        	1
201103210618	03/21/2011	03/21/2011	1793	  2297-1-01	0116800052	2.3675	1	67.9	11837930	8301	12450	00003652        	1
201103210624	03/21/2011	03/21/2011	9325	 66387-1-01	0000553942	1.9	1	13.4	11837931	8   	0		3
201103210624	03/21/2011	03/21/2011	9326	 42256-1-01	0000553943	3.35	1	19.4	11837932	8   	0		3
201103210625	03/21/2011	03/21/2011	9327	 66634-1-01	0000553944	2.55	1	23.2	11837933	8   	0		3
201103210633	03/21/2011	03/21/2011	1794	  1168-1-01	21425831  	8.5	1	84.5	11837934	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1795	  1168-1-01	21440185  	8.5	1	82.6	11837935	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1796	  1168-1-01	21440199  	8.5	1	83.2	11837936	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1797	  1168-1-01	21440210  	8.5	1	81.9	11837937	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1798	  1168-1-01	21440232  	8.5	1	85.9	11837938	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1799	  1168-1-01	21454735  	8.5	1	84.3	11837939	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1800	  1168-1-01	22673276  	8.5	1	89	11837940	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1801	  1168-1-01	22673421  	8.5	1	92.3	11837941	8301	13430	00003651        	1
201103210633	03/21/2011	03/21/2011	1802	  1168-1-01	22673511  	8.5	1	84.6	11837942	8301	13430	00003651        	1
